# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 15 06:53:30 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-1169 b,Kepler-1169,1,1,Transit,2016,0,6.11009134,0.00002806,-0.00002806,0,0.070900,,,0,0.77900,,,0,0.00245,,,0,1.24,0.04,-0.04,0,522.8230000,5.1310000,-5.0340000,12.7070000,0.0570000,-0.0570000,12.6852000,0.0001530,-0.0001530
Kepler-117 b,Kepler-117,1,2,Transit,2014,0,18.79592280,0.00000750,-0.00000750,0,0.144500,0.004700,-0.001400,0,29.87500,10.48800,-10.48800,0,0.09400,0.03300,-0.03300,0,1.13,0.13,-0.02,0,1455.5700000,38.3850000,-38.3850000,14.2820000,0.1260000,-0.1260000,14.2472000,0.0002720,-0.0002720
Kepler-117 c,Kepler-117,1,2,Transit,2014,0,50.79039100,0.00001400,-0.00001400,0,0.280400,0.009200,-0.002800,0,584.78000,57.21000,-57.21000,0,1.84000,0.18000,-0.18000,0,1.13,0.13,-0.02,0,1455.5700000,38.3850000,-38.3850000,14.2820000,0.1260000,-0.1260000,14.2472000,0.0002720,-0.0002720
Kepler-1170 b,Kepler-1170,1,1,Transit,2016,0,9.98969327,0.00004242,-0.00004242,0,0.088000,,,0,6.39000,,,0,0.02010,,,0,0.80,0.04,-0.05,0,1050.4500000,37.9700000,-35.4600000,16.2040000,0.1380000,-0.1380000,15.9093000,0.0005320,-0.0005320
Kepler-1171 b,Kepler-1171,1,1,Transit,2016,0,1.44259224,0.00000219,-0.00000219,0,0.028400,,,0,7.08000,,,0,0.02230,,,0,1.58,0.18,-0.17,0,573.0000000,10.1020000,-9.7650000,11.6470000,0.0160000,-0.0160000,11.4587000,0.0004220,-0.0004220
Kepler-1172 b,Kepler-1172,1,1,Transit,2016,0,26.02044230,0.00018860,-0.00018860,0,0.168000,,,0,10.30000,,,0,0.03250,,,0,0.92,0.06,-0.06,0,1306.5300000,53.1200000,-53.1200000,16.0830000,0.0920000,-0.0920000,15.8463000,0.0005230,-0.0005230
Kepler-1173 b,Kepler-1173,1,1,Transit,2016,0,0.76985360,0.00000120,-0.00000120,0,0.015700,,,0,0.64000,,,0,0.00201,,,0,0.86,0.04,-0.05,0,377.0600000,2.3975000,-2.3975000,13.8960000,0.1030000,-0.1030000,13.8043000,0.0002270,-0.0002270
Kepler-1174 b,Kepler-1174,1,1,Transit,2016,0,6.89225223,0.00002664,-0.00002664,0,0.073200,,,0,3.15000,,,0,0.00993,,,0,1.04,0.07,-0.07,0,1408.7500000,27.7000000,-26.6700000,14.2710000,0.1490000,-0.1490000,14.1590000,0.0002280,-0.0002280
Kepler-1175 b,Kepler-1175,1,1,Transit,2016,0,37.94563000,0.00017320,-0.00017320,0,0.218100,,,0,9.22000,,,0,0.02900,,,0,0.90,0.04,-0.05,0,1121.8900000,61.4500000,-55.5000000,15.9720000,0.1150000,-0.1150000,15.9163000,0.0005860,-0.0005860
Kepler-1176 b,Kepler-1176,1,1,Transit,2016,0,24.17385790,0.00013360,-0.00013360,0,0.158900,,,0,6.57000,,,0,0.02070,,,0,1.01,0.11,-0.08,0,864.6990000,22.9595000,-22.9595000,15.2700000,0.0920000,-0.0920000,15.0496000,0.0004150,-0.0004150
Kepler-1177 b,Kepler-1177,1,1,Transit,2016,0,106.24754700,0.00182200,-0.00182200,0,0.430100,,,0,4.27000,,,0,0.01340,,,0,0.98,0.03,-0.04,0,1299.9700000,34.4200000,-32.7200000,14.7730000,0.1370000,-0.1370000,14.5078000,0.0002660,-0.0002660
Kepler-1178 b,Kepler-1178,1,1,Transit,2016,0,31.80634000,0.00038570,-0.00038570,0,0.159600,,,0,1.24000,,,0,0.00390,,,0,0.80,0.04,-0.04,0,482.2870000,4.7555000,-4.7555000,14.2120000,0.1260000,-0.1260000,13.9597000,0.0005450,-0.0005450
Kepler-1179 b,Kepler-1179,1,1,Transit,2016,0,2.68505749,0.00000410,-0.00000410,0,0.034600,,,0,2.30000,,,0,0.00724,,,0,0.84,0.04,-0.05,0,415.2050000,2.5580000,-2.5280000,14.2140000,0.1370000,-0.1370000,14.0675000,0.0002000,-0.0002000
Kepler-118 b,Kepler-118,1,2,Transit,2014,0,7.51849600,0.00005600,-0.00005600,0,0.073000,,,0,4.50000,,,0,0.01420,,,0,0.81,0.05,-0.03,0,574.2280000,6.8990000,-6.7410000,14.8670000,0.1490000,-0.1490000,14.7187000,0.0003450,-0.0003450
Kepler-118 c,Kepler-118,1,2,Transit,2014,0,20.17202000,0.00001300,-0.00001300,0,0.141000,,,0,45.70000,,,0,0.14400,,,0,0.81,0.05,-0.03,0,574.2280000,6.8990000,-6.7410000,14.8670000,0.1490000,-0.1490000,14.7187000,0.0003450,-0.0003450
Kepler-1180 b,Kepler-1180,1,1,Transit,2016,0,16.86012860,0.00013690,-0.00013690,0,0.124600,,,0,4.62000,,,0,0.01450,,,0,1.09,0.16,-0.09,0,1596.8000000,86.9000000,-78.5100000,15.0810000,0.0690000,-0.0690000,14.9844000,0.0003970,-0.0003970
Kepler-1181 b,Kepler-1181,1,2,Transit,2016,0,4.89337519,0.00002526,-0.00002526,0,0.062100,,,0,3.09000,,,0,0.00972,,,0,1.17,0.17,-0.10,0,938.4170000,11.9915000,-11.9915000,13.5490000,0.1140000,-0.1140000,13.4553000,0.0002350,-0.0002350
Kepler-1181 c,Kepler-1181,1,2,Transit,2023,0,8.93484887,0.00009707,-0.00009707,0,0.092800,,,0,4.01000,,,0,0.01260,,,0,1.34,0.20,-0.20,0,938.4170000,11.9915000,-11.9915000,13.5490000,0.1140000,-0.1140000,13.4553000,0.0002350,-0.0002350
Kepler-1182 b,Kepler-1182,1,1,Transit,2016,0,11.17394617,0.00006278,-0.00006278,0,0.098100,,,0,6.39000,,,0,0.02010,,,0,1.04,0.11,-0.09,0,1545.3900000,64.0400000,-59.2200000,15.7420000,0.1830000,-0.1830000,15.3453000,0.0004000,-0.0004000
Kepler-1183 b,Kepler-1183,1,1,Transit,2016,0,28.50571890,0.00030310,-0.00030310,0,0.179300,,,0,8.35000,,,0,0.02630,,,0,1.00,0.06,-0.07,0,1919.1900000,174.3100000,-148.0100000,15.9680000,0.4120000,-0.4120000,15.8301000,0.0005340,-0.0005340
Kepler-1184 b,Kepler-1184,1,1,Transit,2016,0,53.59910440,0.00036740,-0.00036740,0,0.286300,,,0,7.65000,,,0,0.02410,,,0,1.05,0.07,-0.07,0,1157.8400000,33.5100000,-31.7000000,14.9900000,0.0350000,-0.0350000,14.9314000,0.0003760,-0.0003760
Kepler-1185 b,Kepler-1185,1,1,Transit,2016,0,104.35189760,0.00067050,-0.00067050,0,0.429700,,,0,2.33000,,,0,0.00733,,,0,0.96,0.02,-0.02,0,459.2730000,4.9180000,-4.8180000,12.6300000,0.0460000,-0.0460000,12.5524000,0.0003770,-0.0003770
Kepler-1186 b,Kepler-1186,1,1,Transit,2016,0,16.07677615,0.00007199,-0.00007199,0,0.128100,,,0,5.60000,,,0,0.01760,,,0,0.95,0.04,-0.05,0,1337.2500000,38.9300000,-38.9300000,15.3670000,0.0570000,-0.0570000,15.2673000,0.0003470,-0.0003470
Kepler-1187 b,Kepler-1187,1,1,Transit,2016,0,18.87064068,0.00006002,-0.00006002,0,0.140100,,,0,7.32000,,,0,0.02300,,,0,1.06,0.09,-0.07,0,1020.5300000,32.4600000,-30.5490000,14.7300000,0.1150000,-0.1150000,14.5664000,0.0002910,-0.0002910
Kepler-1188 b,Kepler-1188,1,1,Transit,2016,0,17.13695430,0.00012140,-0.00012140,0,0.135000,,,0,4.98000,,,0,0.01570,,,0,1.04,0.07,-0.07,0,1717.4800000,61.9200000,-57.8400000,14.9410000,0.3200000,-0.3200000,14.9676000,0.0003230,-0.0003230
Kepler-1189 b,Kepler-1189,1,1,Transit,2016,0,3.78858982,0.00002274,-0.00002274,0,0.046700,,,0,3.78000,,,0,0.01190,,,0,1.11,0.10,-0.08,0,782.8520000,11.4370000,-11.4370000,14.4630000,0.1600000,-0.1600000,14.2490000,0.0002450,-0.0002450
Kepler-119 b,Kepler-119,1,2,Transit,2014,0,2.42208200,0.00000100,-0.00000100,0,0.035000,,,0,12.60000,,,0,0.03980,,,0,0.92,0.03,-0.03,0,701.9960000,12.4630000,-12.0440000,14.3750000,0.0800000,-0.0800000,14.2004000,0.0002300,-0.0002300
Kepler-119 c,Kepler-119,1,2,Transit,2014,0,4.12510300,0.00002800,-0.00002800,0,0.049000,,,0,0.72100,,,0,0.00227,,,0,0.92,0.03,-0.03,0,701.9960000,12.4630000,-12.0440000,14.3750000,0.0800000,-0.0800000,14.2004000,0.0002300,-0.0002300
Kepler-1190 b,Kepler-1190,1,1,Transit,2016,0,10.45843441,0.00005281,-0.00005281,0,0.084500,,,0,2.33000,,,0,0.00733,,,0,0.76,0.03,-0.04,0,342.5090000,2.3055000,-2.3055000,14.6650000,0.0800000,-0.0800000,14.4940000,0.0004590,-0.0004590
Kepler-1191 b,Kepler-1191,1,1,Transit,2016,0,5.60014851,0.00001909,-0.00001909,0,0.058700,,,0,2.89000,,,0,0.00909,,,0,0.85,0.05,-0.05,0,955.5360000,25.7420000,-24.4480000,15.3190000,0.0920000,-0.0920000,15.3125000,0.0004150,-0.0004150
Kepler-1192 b,Kepler-1192,1,1,Transit,2016,0,25.20347870,0.00012780,-0.00012780,0,0.169300,,,0,6.17000,,,0,0.01940,,,0,0.86,0.05,-0.07,0,1304.1900000,60.9200000,-55.8000000,15.8580000,0.2060000,-0.2060000,15.6807000,0.0005100,-0.0005100
Kepler-1193 b,Kepler-1193,1,1,Transit,2016,0,2.83265213,0.00000903,-0.00000903,0,0.040300,,,0,2.30000,,,0,0.00724,,,0,1.08,0.06,-0.04,0,802.1160000,10.7640000,-10.4870000,13.5770000,0.1140000,-0.1140000,13.4208000,0.0002280,-0.0002280
Kepler-1194 b,Kepler-1194,1,1,Transit,2016,0,16.22371307,0.00008867,-0.00008867,0,0.121200,,,0,2.89000,,,0,0.00909,,,0,0.94,0.04,-0.04,0,757.3820000,,,14.3100000,0.1370000,-0.1370000,14.1034000,0.0004610,-0.0004610
Kepler-1195 b,Kepler-1195,1,1,Transit,2016,0,8.49642241,0.00002872,-0.00002872,0,0.072600,,,0,4.98000,,,0,0.01570,,,0,0.74,0.05,-0.06,0,918.5660000,33.2190000,-31.0160000,16.0030000,0.3430000,-0.3430000,15.9123000,0.0004820,-0.0004820
Kepler-1196 b,Kepler-1196,1,1,Transit,2016,0,66.18490310,0.00046610,-0.00046610,0,0.317900,,,0,5.60000,,,0,0.01760,,,0,0.98,0.06,-0.06,0,922.3330000,19.9870000,-19.1700000,15.0090000,0.0570000,-0.0570000,14.8324000,0.0003420,-0.0003420
Kepler-1197 b,Kepler-1197,1,1,Transit,2016,0,2.03231845,0.00000375,-0.00000375,0,0.028300,,,0,2.10000,,,0,0.00660,,,0,0.78,0.02,-0.03,0,486.9400000,6.6110000,-6.4390000,15.3460000,0.1600000,-0.1600000,15.1132000,0.0007260,-0.0007260
Kepler-1198 b,Kepler-1198,1,1,Transit,2016,0,7.68477160,0.00003250,-0.00003250,0,0.073200,,,0,2.76000,,,0,0.00869,,,0,0.93,0.04,-0.05,0,743.0300000,12.6970000,-12.2850000,14.9860000,0.1260000,-0.1260000,14.7693000,0.0003130,-0.0003130
Kepler-1199 b,Kepler-1199,1,1,Transit,2016,0,15.04471980,0.00010840,-0.00010840,0,0.115200,,,0,1.60000,,,0,0.00505,,,0,0.94,0.10,-0.06,0,563.4930000,,,13.1730000,0.0570000,-0.0570000,13.0302000,0.0004090,-0.0004090
Kepler-12 b,Kepler-12,1,1,Transit,2011,0,4.43796290,0.00000060,-0.00000060,0,0.055300,0.001000,-0.001200,0,137.30256,16.84499,-16.20933,0,0.43200,0.05300,-0.05100,0,1.17,0.05,-0.05,0,881.3860000,9.8540000,-9.6430000,13.4680000,0.2170000,-0.2170000,13.3596000,0.0002130,-0.0002130
Kepler-120 b,Kepler-120,1,2,Transit,2014,0,6.31250100,0.00000800,-0.00000800,0,0.055000,,,0,8.50000,9.70000,-7.50000,0,0.02700,0.03100,-0.02400,0,0.65,0.01,-0.01,0,388.6300000,3.2400000,-3.1870000,14.9950000,0.0120000,-0.0120000,14.7188000,0.0002820,-0.0002820
Kepler-120 c,Kepler-120,1,2,Transit,2014,0,12.79458500,0.00004400,-0.00004400,0,0.088000,,,0,2.96000,,,0,0.00930,,,0,0.65,0.01,-0.01,0,388.6300000,3.2400000,-3.1870000,14.9950000,0.0120000,-0.0120000,14.7188000,0.0002820,-0.0002820
Kepler-1200 b,Kepler-1200,1,1,Transit,2016,0,1.11854972,0.00000312,-0.00000312,0,0.018800,,,0,1.20000,,,0,0.00377,,,0,0.74,0.04,-0.05,0,588.7150000,12.6310000,-12.1190000,16.0600000,0.1830000,-0.1830000,15.7889000,0.0005730,-0.0005730
Kepler-1201 b,Kepler-1201,1,1,Transit,2016,0,15.18725932,0.00008158,-0.00008158,0,0.118300,,,0,5.86000,,,0,0.01840,,,0,1.15,0.17,-0.11,0,944.2410000,23.0110000,-21.9600000,14.7650000,0.0460000,-0.0460000,14.7003000,0.0003020,-0.0003020
Kepler-1202 b,Kepler-1202,1,1,Transit,2016,0,28.68513240,0.00018990,-0.00018990,0,0.179000,,,0,8.96000,,,0,0.02820,,,0,1.03,0.06,-0.06,0,1175.3800000,44.3300000,-41.2700000,15.8330000,0.0920000,-0.0920000,15.6084000,0.0004780,-0.0004780
Kepler-1203 b,Kepler-1203,1,1,Transit,2016,0,0.58800076,0.00000058,-0.00000058,0,0.011400,,,0,1.20000,,,0,0.00377,,,0,0.64,0.02,-0.02,0,317.0220000,2.9400000,-2.8860000,15.3850000,0.0920000,-0.0920000,14.9147000,0.0004070,-0.0004070
Kepler-1204 b,Kepler-1204,1,1,Transit,2016,0,85.73502850,0.00063730,-0.00063730,0,0.387700,,,0,9.53000,,,0,0.03000,,,0,1.03,0.06,-0.06,0,1175.2200000,34.2200000,-32.3600000,15.4500000,0.1260000,-0.1260000,15.2950000,0.0003940,-0.0003940
Kepler-1205 b,Kepler-1205,1,1,Transit,2016,0,1.07839035,0.00000160,-0.00000160,0,0.019600,,,0,2.57000,,,0,0.00809,,,0,0.84,0.04,-0.05,0,698.4850000,11.0820000,-10.7470000,15.3160000,0.2860000,-0.2860000,15.1303000,0.0006920,-0.0006920
Kepler-1206 b,Kepler-1206,1,1,Transit,2016,0,1.21699766,0.00000261,-0.00000261,0,0.020100,,,0,3.33000,,,0,0.01050,,,0,0.80,0.03,-0.04,0,762.0190000,22.1690000,-20.9700000,15.9710000,0.1600000,-0.1600000,15.9286000,0.0009370,-0.0009370
Kepler-1207 b,Kepler-1207,1,1,Transit,2016,0,13.68237119,0.00008986,-0.00008986,0,0.115600,,,0,3.26000,,,0,0.01020,,,0,1.06,0.06,-0.06,0,1754.1900000,57.4700000,-54.0000000,14.5950000,0.0920000,-0.0920000,14.4485000,0.0003020,-0.0003020
Kepler-1208 b,Kepler-1208,1,1,Transit,2016,0,11.08507637,0.00005235,-0.00005235,0,0.090100,,,0,5.99000,,,0,0.01890,,,0,0.80,0.04,-0.04,0,825.1760000,31.0220000,-28.8890000,16.2560000,0.1030000,-0.1030000,15.9464000,0.0005450,-0.0005450
Kepler-1209 b,Kepler-1209,1,1,Transit,2016,0,25.36911600,0.00012490,-0.00012490,0,0.180000,,,0,2.89000,,,0,0.00909,,,0,1.23,0.09,-0.05,0,505.5310000,7.7470000,-7.5210000,12.5540000,0.0690000,-0.0690000,12.4115000,0.0002360,-0.0002360
Kepler-121 b,Kepler-121,1,2,Transit,2014,0,3.17742200,0.00000300,-0.00000300,0,0.039000,,,0,6.08000,,,0,0.01910,,,0,0.86,0.04,-0.04,0,510.5230000,6.1700000,-6.0270000,14.9040000,0.0920000,-0.0920000,14.6770000,0.0003000,-0.0003000
Kepler-121 c,Kepler-121,1,2,Transit,2014,0,41.00801100,0.00019100,-0.00019100,0,0.216000,,,0,5.77000,,,0,0.01820,,,0,0.86,0.04,-0.04,0,510.5230000,6.1700000,-6.0270000,14.9040000,0.0920000,-0.0920000,14.6770000,0.0003000,-0.0003000
Kepler-1210 b,Kepler-1210,1,1,Transit,2016,0,8.07124073,0.00004899,-0.00004899,0,0.075300,,,0,3.53000,,,0,0.01110,,,0,0.94,0.04,-0.05,0,1176.5300000,48.4900000,-44.8700000,15.6490000,0.2980000,-0.2980000,15.5660000,0.0005340,-0.0005340
Kepler-1211 b,Kepler-1211,1,1,Transit,2016,0,11.01816836,0.00007975,-0.00007975,0,0.098500,,,0,7.04000,,,0,0.02210,,,0,0.96,0.06,-0.07,0,1826.5300000,131.0800000,-114.9600000,16.0160000,0.1260000,-0.1260000,15.8278000,0.0005950,-0.0005950
Kepler-1212 b,Kepler-1212,1,1,Transit,2016,0,12.94130146,0.00007910,-0.00007910,0,0.108200,,,0,5.22000,,,0,0.01640,,,0,1.10,0.11,-0.08,0,1316.5700000,37.6950000,-37.6950000,15.1330000,0.2060000,-0.2060000,15.0235000,0.0003590,-0.0003590
Kepler-1213 b,Kepler-1213,1,1,Transit,2016,0,5.34982412,0.00002659,-0.00002659,0,0.063500,,,0,1.81000,,,0,0.00570,,,0,1.14,0.04,-0.04,0,807.8120000,8.5470000,-8.3730000,13.4160000,0.0800000,-0.0800000,13.3420000,0.0002010,-0.0002010
Kepler-1214 b,Kepler-1214,1,1,Transit,2016,0,18.82634264,0.00008784,-0.00008784,0,0.128000,,,0,6.17000,,,0,0.01940,,,0,0.85,0.03,-0.04,0,729.2270000,15.4430000,-14.8270000,15.4590000,0.0690000,-0.0690000,15.2226000,0.0004040,-0.0004040
Kepler-1215 b,Kepler-1215,1,1,Transit,2016,0,4.76703963,0.00002300,-0.00002300,0,0.052800,,,0,1.98000,,,0,0.00624,,,0,0.95,0.04,-0.05,0,661.0220000,6.9470000,-6.8070000,14.5390000,0.1260000,-0.1260000,14.4254000,0.0002600,-0.0002600
Kepler-1216 b,Kepler-1216,1,1,Transit,2016,0,4.37034536,0.00001993,-0.00001993,0,0.051900,,,0,2.51000,,,0,0.00790,,,0,0.99,0.04,-0.05,0,1258.3600000,43.1700000,-40.4500000,15.2620000,0.0690000,-0.0690000,15.1070000,0.0003950,-0.0003950
Kepler-1217 b,Kepler-1217,1,1,Transit,2016,0,2.03232507,0.00000646,-0.00000646,0,0.032600,,,0,4.62000,,,0,0.01450,,,0,1.06,0.07,-0.06,0,1347.7100000,60.6300000,-55.7100000,15.3430000,0.1720000,-0.1720000,15.2415000,0.0004760,-0.0004760
Kepler-1218 b,Kepler-1218,1,1,Transit,2016,0,22.92212660,0.00023370,-0.00023370,0,0.156400,,,0,2.67000,,,0,0.00839,,,0,1.06,0.05,-0.05,0,840.5030000,12.8610000,-12.8610000,13.7300000,0.0690000,-0.0690000,13.5511000,0.0002260,-0.0002260
Kepler-1219 b,Kepler-1219,1,1,Transit,2016,0,16.10467749,0.00008828,-0.00008828,0,0.141800,,,0,5.14000,,,0,0.01620,,,0,1.25,0.14,-0.12,0,880.8950000,18.5080000,-17.7740000,12.3390000,0.0690000,-0.0690000,12.2321000,0.0001540,-0.0001540
Kepler-122 b,Kepler-122,1,5,Transit,2014,0,5.76619300,0.00001600,-0.00001600,0,0.064000,,,0,6.08000,,,0,0.01910,,,0,1.08,0.06,-0.06,0,1027.4500000,19.3200000,-18.6400000,14.4030000,0.1260000,-0.1260000,14.2223000,0.0002490,-0.0002490
Kepler-122 c,Kepler-122,1,5,Transit,2014,0,12.46598800,0.00000900,-0.00000900,0,0.108000,,,0,29.00000,,,0,0.09120,,,0,1.08,0.06,-0.06,0,1027.4500000,19.3200000,-18.6400000,14.4030000,0.1260000,-0.1260000,14.2223000,0.0002490,-0.0002490
Kepler-122 d,Kepler-122,1,5,Transit,2014,0,21.58747500,0.00016400,-0.00016400,0,0.155000,,,0,5.48000,,,0,0.01720,,,0,1.08,0.06,-0.06,0,1027.4500000,19.3200000,-18.6400000,14.4030000,0.1260000,-0.1260000,14.2223000,0.0002490,-0.0002490
Kepler-122 e,Kepler-122,1,5,Transit,2014,0,37.99327300,0.00039000,-0.00039000,0,0.227000,,,0,27.70000,11.40000,-9.80000,0,0.08700,0.03600,-0.03100,0,1.08,0.06,-0.06,0,1027.4500000,19.3200000,-18.6400000,14.4030000,0.1260000,-0.1260000,14.2223000,0.0002490,-0.0002490
Kepler-122 f,Kepler-122,1,5,Transit Timing Variations,2014,0,56.26800000,,,0,0.287000,,,0,36.00000,19.40000,-16.20000,0,0.11300,0.06100,-0.05100,0,1.03,,,0,1027.4500000,19.3200000,-18.6400000,14.4030000,0.1260000,-0.1260000,14.2223000,0.0002490,-0.0002490
Kepler-1220 b,Kepler-1220,1,1,Transit,2016,0,7.42693741,0.00004187,-0.00004187,0,0.073400,,,0,2.92000,,,0,0.00920,,,0,1.00,0.12,-0.08,0,961.9070000,33.7580000,-31.5800000,15.1940000,0.0920000,-0.0920000,14.9649000,0.0003420,-0.0003420
Kepler-1221 b,Kepler-1221,1,1,Transit,2016,0,12.00096042,0.00005761,-0.00005761,0,0.090600,,,0,4.19000,,,0,0.01320,,,0,0.87,0.04,-0.04,0,913.6500000,,,15.9090000,0.2290000,-0.2290000,15.5804000,0.0033500,-0.0033500
Kepler-1222 b,Kepler-1222,1,1,Transit,2016,0,1.91694425,0.00000611,-0.00000611,0,0.028200,,,0,0.41800,,,0,0.00131,,,0,0.84,0.04,-0.05,0,415.2180000,3.2410000,-3.1920000,14.2100000,0.1140000,-0.1140000,14.0908000,0.0002430,-0.0002430
Kepler-1223 b,Kepler-1223,1,1,Transit,2016,0,16.30125900,0.00010300,-0.00010300,0,0.118600,,,0,1.98000,,,0,0.00624,,,0,0.80,0.03,-0.04,0,459.9570000,4.0490000,-3.9790000,14.9110000,0.1490000,-0.1490000,14.6119000,0.0002560,-0.0002560
Kepler-1224 b,Kepler-1224,1,1,Transit,2016,0,13.32351601,0.00007281,-0.00007281,0,0.116500,,,0,2.33000,,,0,0.00733,,,0,1.18,0.04,-0.03,0,559.5980000,8.3820000,-8.1430000,12.9260000,0.0690000,-0.0690000,12.8250000,0.0002350,-0.0002350
Kepler-1225 b,Kepler-1225,1,1,Transit,2016,0,7.01075434,0.00002753,-0.00002753,0,0.077100,,,0,3.97000,,,0,0.01250,,,0,1.13,0.14,-0.09,0,1347.5200000,38.1050000,-38.1050000,14.8190000,0.1950000,-0.1950000,14.6320000,0.0003260,-0.0003260
Kepler-1226 b,Kepler-1226,1,1,Transit,2016,0,17.29234530,0.00011870,-0.00011870,0,0.136100,,,0,2.70000,,,0,0.00849,,,0,1.02,0.08,-0.07,0,1125.7200000,38.8850000,-38.8850000,14.3240000,0.1030000,-0.1030000,14.1497000,0.0003100,-0.0003100
Kepler-1227 b,Kepler-1227,1,1,Transit,2016,0,94.28875770,0.00058730,-0.00058730,0,0.409200,,,0,5.86000,,,0,0.01840,,,0,0.97,0.06,-0.07,0,623.7060000,6.1890000,-6.0710000,14.2760000,0.1830000,-0.1830000,14.1758000,0.0002470,-0.0002470
Kepler-1228 b,Kepler-1228,1,1,Transit,2016,0,0.57736958,0.00000041,-0.00000041,0,0.012500,,,0,2.99000,,,0,0.00940,,,0,0.78,0.05,-0.06,0,515.4530000,5.4240000,-5.4240000,15.0610000,0.1030000,-0.1030000,14.8612000,0.0003050,-0.0003050
Kepler-1229 b,Kepler-1229,1,1,Transit,2016,0,86.82898900,0.00106900,-0.00106900,0,0.300600,0.006900,-0.009100,0,2.54000,,,0,0.00800,,,0,0.54,0.03,-0.04,0,265.4820000,3.3970000,-3.3150000,16.1240000,0.0800000,-0.0800000,15.5104000,0.0004740,-0.0004740
Kepler-123 b,Kepler-123,1,2,Transit,2014,0,17.23236600,0.00005600,-0.00005600,0,0.135000,,,0,55.30000,31.20000,-27.80000,0,0.17400,0.09800,-0.08700,0,1.01,0.06,-0.06,0,1021.6600000,22.5300000,-21.6000000,14.1290000,0.0690000,-0.0690000,14.0212000,0.0002680,-0.0002680
Kepler-123 c,Kepler-123,1,2,Transit,2014,0,26.69507400,0.00046800,-0.00046800,0,0.181000,,,0,2.79000,,,0,0.00879,,,0,1.01,0.06,-0.06,0,1021.6600000,22.5300000,-21.6000000,14.1290000,0.0690000,-0.0690000,14.0212000,0.0002680,-0.0002680
Kepler-1230 b,Kepler-1230,1,1,Transit,2016,0,9.95661537,0.00004469,-0.00004469,0,0.092100,,,0,7.80000,,,0,0.02450,,,0,1.06,0.08,-0.06,0,1364.2200000,64.8400000,-59.3000000,15.6280000,0.1720000,-0.1720000,15.2743000,0.0004480,-0.0004480
